x,y,channel
837.7662337662338,523.7662337662338,green
740.5419354838709,527.1870967741935,green
819.0264900662252,533.7549668874173,green
770.9276315789474,537.2434210526316,green
784.2828947368421,551.0,green
800.7435897435897,551.5,green
836.0,555.5,green
744.2727272727273,560.8441558441558,green
845.3506493506494,566.6493506493506,green
759.4358974358975,568.1474358974359,green
794.5,583.0,green
822.9319727891157,594.0,green
783.4155844155844,600.5,green
845.0,608.5,green
815.6838709677419,694.3806451612903,green
884.5419354838709,705.8129032258065,green
724.0584415584416,710.4350649350649,green
784.5,774.8311688311688,green
760.4771241830065,286.96078431372547,yellow
808.081081081081,297.0810810810811,yellow
776.5769230769231,301.30128205128204,yellow
835.3483870967742,325.76774193548385,yellow
879.5512820512821,333.7692307692308,yellow
885.3161290322581,370.6193548387097,yellow
917.0,385.20666666666665,yellow
892.6645161290322,402.39354838709676,yellow
929.5,432.16883116883116,yellow
961.4367088607595,460.23417721518985,yellow
924.3506493506494,461.64935064935065,yellow
955.2738853503184,499.45859872611464,yellow
974.6516129032258,524.7677419354839,yellow
949.0,549.5,yellow
955.7662337662338,601.7662337662338,yellow
943.5,648.0,yellow
965.1895424836601,650.7581699346405,yellow
950.9612903225807,681.6064516129032,yellow
936.7171052631579,713.0,yellow
958.6526315789474,722.1,yellow
680.5,358.16883116883116,orange
706.6928104575163,359.96078431372547,orange
648.8116883116883,368.35714285714283,orange
687.2337662337662,371.76623376623377,orange
712.3161290322581,380.3806451612903,orange
647.3012820512821,384.4230769230769,orange
665.2337662337662,394.76623376623377,orange
707.5414012738853,401.2738853503185,orange
682.5,403.0,orange
659.2337662337662,421.76623376623377,orange
864.5,680.0,orange
821.8967741935484,691.4322580645161,orange
838.9735099337748,695.2450331125827,orange
856.3506493506494,698.6493506493506,orange
825.9735099337748,716.2450331125827,orange
853.1883408071749,726.2488789237668,orange
806.6493506493506,723.3506493506494,orange
877.3483870967742,739.2322580645161,orange
823.1111111111111,748.7320261437909,orange
850.7662337662338,767.2337662337662,orange
